Company Name,Job Title,Role,Salaries Reported,Location,Salary
Brain O Vision,Machine Learning Engineer,Manager,1,Hyderabad,"₹4,23,701/yr"
2COMS,Data Engineer,Specialist,1,Hyderabad,"₹60,462/mo"
Nxtra Data,Data Scientist,Specialist,1,Bangalore,"₹2,41,176/yr"
Dexpert Systems,Senior Data Scientist,Manager,1,Pune,"₹51,55,583/yr"
The Alacer Group,Data Scientist,Specialist,1,Bangalore,₹735/hr
6sense,Data Engineer,Specialist,1,Pune,"₹42,995/mo"
Genesis Group Software Developers,Data Scientist,Specialist,1,Bangalore,₹98/hr
Apptware,Data Scientist,Specialist,1,Pune,"₹20,73,969/yr"
Daten & Wissen,Data Engineer,Specialist,1,Mumbai,₹182/hr
Orbit Technologies,Data Analyst,Specialist,1,Hyderabad,"₹10,814/yr"
Mastercard,Data Analyst,Specialist,2,New Delhi,"₹14,71,807/yr"
Altisource,Data Scientist,Manager,1,Bangalore,"₹31,31,182/yr"
Snapdeal,Data Engineer,Manager,1,New Delhi,"₹38,35,684/yr"
HT Media,Data Engineer,Specialist,1,New Delhi,"₹6,02,928/yr"
TDL,Data Engineer,Specialist,1,Mumbai,"₹15,11,001/yr"
Mphasis,Data Analyst,Manager,1,Mumbai,"₹13,80,508/yr"
WhiteHat Jr,Machine Learning Engineer,Specialist,1,Mumbai,"₹13,53,553/yr"
Airavaat Car Rentals,Data Scientist,Specialist,1,Pune,"₹1,16,666/mo"
DuPont,Data Analyst,Specialist,1,Hyderabad,"₹9,01,815/yr"
ascena,Data Scientist,Specialist,4,Bangalore,"₹16,49,930/yr"
HDFC Standard Life,Data Scientist,Specialist,1,Bangalore,"₹8,29,587/yr"
Ecolab Digital Center,Data Engineer,Specialist,2,Bangalore,"₹5,12,250/yr"
Zinnov Management Consulting,Data Scientist,Specialist,2,Bangalore,"₹89,041/mo"
Genpact,Data Scientist,Specialist,3,Hyderabad,₹308/hr
Coupa Software Inc,Data Scientist,Specialist,4,Pune,"₹10,55,811/yr"
SKF,Data Scientist,Manager,1,Bangalore,"₹22,66,337/yr"
Decimal Point Analytics,Data Scientist,Specialist,2,Mumbai,"₹11,26,055/yr"
DBS Bank,Data Scientist,Specialist,2,Hyderabad,"₹82,985/mo"
Numer8,Data Engineer,Specialist,1,Mumbai,₹60/hr
MTX Group,Machine Learning Engineer,Specialist,1,Hyderabad,"₹7,25,280/yr"
Saarthee,Data Analyst,Specialist,7,New Delhi,"₹51,798/mo"
Reliance Industries,Machine Learning Engineer,Specialist,1,Mumbai,"₹2,51,796/yr"
Chatous,Data Analyst,Specialist,4,New Delhi,"₹3,32,712/yr"
Unreal AI,Machine Learning Engineer,Manager,1,New Delhi,"₹45,603/mo"
Educational Initiatives,Data Scientist,Specialist,1,Bangalore,"₹13,07,815/yr"
IBM,Data Engineer,Specialist,46,Bangalore,"₹8,16,692/yr"
Rahul Industries,Data Scientist,Specialist,1,Mumbai,"₹60,44,006/yr"
Axis Bank,Data Scientist,Specialist,6,Mumbai,"₹11,93,674/yr"
Ramesh Tondon,Data Engineer,Specialist,1,Hyderabad,"₹5,64,000/yr"
Not Applicable,Data Scientist,Specialist,1,Hyderabad,"₹19,30,308/yr"
Dr. Reddy's,Data Analyst,Specialist,1,Hyderabad,"₹3,36,000/yr"
UniQreate,Data Scientist,Specialist,5,Bangalore,"₹5,16,323/yr"
CASHe,Data Scientist,Manager,1,Mumbai,"₹31,83,857/yr"
Pentation Analytics,Data Scientist,Specialist,4,Mumbai,"₹6,50,654/yr"
GlobalLogic,Machine Learning Engineer,Specialist,1,Hyderabad,"₹1,58,103/yr"
First Student,Data Analyst,Specialist,3,New Delhi,"₹4,14,384/yr"
Dell Technologies,Data Engineer,Specialist,1,Hyderabad,"₹66,666/mo"
Oracle,Data Scientist,Specialist,5,Hyderabad,"₹12,21,714/yr"
Data Semantics,Data Scientist,Specialist,3,Bangalore,"₹3,62,209/yr"
Applied Materials,Data Scientist,Manager,1,Bangalore,"₹32,52,892/yr"
Fresher,Junior Data Scientist,Specialist,1,Pune,"₹5,06,989/yr"
Amazon,Machine Learning Associate,Specialist,6,Hyderabad,"₹2,95,114/yr"
T-Systems,Data Scientist,Manager,1,Pune,"₹1,926/hr"
McDonald's,Machine Learning Engineer,Specialist,1,New Delhi,"₹53,104/mo"
XYZ (Turkey),Data Scientist,Specialist,1,Bangalore,"₹20,09,790/yr"
E-Prospects,Data Analyst,Specialist,1,Hyderabad,"₹7,72,984/yr"
BizReach,Machine Learning Engineer,Manager,1,Hyderabad,"₹26,74,161/yr"
Tata Consultancy Services,Data Analyst,Manager,9,Mumbai,"₹1,17,681/mo"
Klaxon India Private Limited,Data Engineer,Specialist,1,Hyderabad,"₹10,74,883/yr"
Elsevier,Data Analyst,Specialist,3,New Delhi,"₹3,80,000/yr"
Irupar Sociedad Cooperativa,Data Analyst,Specialist,1,Pune,"₹6,04,401/yr"
Fortraiz Infosec,Data Scientist,Specialist,1,Bangalore,"₹8,23,360/yr"
Marks & Spencer,Data Engineer,Manager,1,New Delhi,"₹20,24,819/yr"
ANB Systems,Data Engineer,Manager,1,Mumbai,"₹2,202/hr"
Smith & Nephew,Data Engineer,Specialist,1,Pune,"₹22,66,502/yr"
FieldGlobal Market Research,Data Analyst,Specialist,3,Mumbai,"₹4,62,120/yr"
DataScientest,Data Scientist,Specialist,1,Bangalore,"₹41,852/mo"
Sigmoid,Data Engineer,Specialist,2,Bangalore,₹319/hr
Brisk Technologies,Data Scientist,Specialist,1,Bangalore,"₹8,02,609/yr"
Synechron,Data Scientist,Specialist,1,Mumbai,"₹24,00,000/yr"
Google,Machine Learning Engineer,Specialist,1,New Delhi,"₹12,51,537/yr"
Infinite Computer Solutions,Data Scientist,Specialist,1,Bangalore,₹790/hr
Jaitra,Data Scientist,Specialist,1,Bangalore,"₹15,17,028/yr"
Ashok Leyland,Data Scientist,Specialist,1,New Delhi,"₹2,05,476/yr"
OceanFrogs,Data Scientist,Specialist,2,Bangalore,"₹4,44,048/yr"
ABC,Data Scientist,Specialist,1,New Delhi,"₹10,44,000/yr"
Nagendran & Co,Data Scientist,Specialist,1,Bangalore,"₹6,01,957/yr"
XYZ,Data Scientist,Specialist,1,Mumbai,"₹4,80,000/yr"
Boston Consulting Group,Data Scientist,Specialist,3,New Delhi,"₹25,04,513/yr"
Zomato,Data Scientist,Specialist,3,New Delhi,"₹13,46,762/yr"
IBM,Data Analyst,Specialist,15,New Delhi,"₹5,21,474/yr"
UnitedHealth Group,Data Scientist,Specialist,1,Bangalore,"₹3,25,080/yr"
Anonymous,Data Engineer,Specialist,1,New Delhi,"₹4,02,934/yr"
Microsoft,Machine Learning Engineer,Specialist,2,Bangalore,"₹23,40,910/yr"
Westinghouse Rail Systems,Machine Learning Engineer,Manager,1,Bangalore,"₹4,25,557/yr"
Wizely,Data Engineer,Specialist,1,Bangalore,"₹6,55,834/yr"
Team Computers,Data Analyst,Specialist,4,New Delhi,"₹2,93,232/yr"
R Systems,Machine Learning Engineer,Specialist,2,New Delhi,"₹3,86,952/yr"
Medline Industries,Data Scientist,Specialist,1,Pune,"₹14,61,604/yr"
Flutura,Data Scientist,Specialist,1,Bangalore,"₹11,03,782/yr"
Sun Microsystems,Data Analyst,Specialist,1,Hyderabad,"₹3,38,792/yr"
CitiusTech,Data Engineer,Specialist,1,Mumbai,"₹19,88,533/yr"
GE Power,Data Scientist,Specialist,1,Bangalore,"₹1,05,779/mo"
Wall & Associates,Data Engineer,Specialist,1,Hyderabad,"₹6,50,484/yr"
Proven Consult,Data Scientist,Specialist,1,Bangalore,"₹7,72,648/yr"
ShieldSquare,Data Scientist,Specialist,3,Bangalore,"₹7,61,610/yr"
HSBC Software Development India,Data Engineer,Manager,1,Hyderabad,"₹2,32,838/mo"
Northern Alberta Institute of Technology,Data Analyst,Specialist,1,Pune,₹65/hr
Lenovo,Data Scientist,Specialist,2,Bangalore,"₹19,17,242/yr"
MIQ Logistics,Data Scientist,Specialist,2,Bangalore,"₹6,01,398/yr"
Fragma Data Systems,Data Scientist,Manager,1,Bangalore,"₹17,72,223/yr"
ITC Infotech,Data Analyst,Specialist,3,New Delhi,"₹9,67,392/yr"
Piramal Enterprises,Data Scientist,Specialist,3,Mumbai,"₹11,60,523/yr"
XYZ,Data Analyst,Manager,1,Bangalore,"₹10,06,661/yr"
Mahindra,Data Scientist,Specialist,1,Mumbai,"₹31,236/mo"
Veritas Collaborative,Data Engineer,Manager,1,Mumbai,"₹24,61,450/yr"
Sahara India Pariwar,Machine Learning Engineer,Specialist,1,Mumbai,₹475/hr
AthenasOwl,Data Engineer,Specialist,1,Mumbai,"₹12,49,434/yr"
Ugam,Data Scientist,Specialist,1,Bangalore,"₹21,41,072/yr"
Toptal,Data Scientist,Specialist,1,Bangalore,"₹31,75,515/yr"
Altius Equipments,Machine Learning Engineer,Manager,1,Hyderabad,"₹9,87,989/yr"
Samsung India Electronics,Machine Learning Engineer,Specialist,1,New Delhi,₹297/hr
Innodatatics,Machine Learning Engineer,Specialist,1,Hyderabad,"₹5,27,901/yr"
Sutherland,Data Scientist,Specialist,3,Hyderabad,"₹9,26,912/yr"
Shashank Medi Pharma,Data Scientist,Specialist,1,Bangalore,"₹2,35,379/yr"
Unilever,Data Scientist,Specialist,2,Bangalore,"₹17,05,561/yr"
TCG Digital,Data Engineer,Specialist,1,Mumbai,"₹5,20,597/yr"
Alliance University,Machine Learning Engineer,Specialist,1,Bangalore,"₹5,090/mo"
DONE by NONE,Data Analyst,Specialist,2,Pune,"₹2,50,692/yr"
NutaNXT Technologies,Data Scientist,Specialist,1,Pune,"₹8,41,226/yr"
Yodlee,Data Scientist,Specialist,2,Bangalore,"₹23,15,641/yr"
TCS,Data Scientist,Specialist,1,New Delhi,"₹61,170/mo"
Netcore Solutions,Data Scientist,Specialist,1,Mumbai,₹240/hr
[24]7.ai,Data Analyst,Specialist,2,Hyderabad,"₹22,43,796/yr"
Routematic,Data Scientist,Specialist,1,Bangalore,"₹12,16,773/yr"
Tardid,Machine Learning Engineer,Specialist,2,Bangalore,"₹5,62,282/yr"
[24]7.ai,Data Scientist,Manager,1,Bangalore,"₹35,06,382/yr"
Tata Consultancy Services,Junior Data Scientist,Specialist,1,Pune,"₹6,72,000/yr"
Rejolut,Machine Learning Engineer,Specialist,1,Mumbai,"₹5,13,690/yr"
DXC Technology,Data Analyst,Specialist,2,Mumbai,"₹7,31,418/yr"
Other,Data Scientist,Specialist,1,Bangalore,"₹10,29,200/yr"
GlobusSoft,Data Scientist,Specialist,3,Bangalore,"₹3,85,393/yr"
Blue Sky Analytics,Data Scientist,Manager,1,New Delhi,"₹13,03,229/yr"
Vishwakarma Institute of Technology,Data Scientist,Specialist,2,Pune,"₹12,74,440/yr"
Cyient,Data Scientist,Specialist,20,Hyderabad,"₹9,99,578/yr"
IIM Kozhikkode,Data Analyst,Specialist,1,Pune,₹361/hr
CloudAEye,Machine Learning Engineer,Specialist,1,Pune,"₹5,00,000/yr"
Vidooly Media Tech,Data Analyst,Specialist,3,New Delhi,"₹4,32,100/yr"
XYZ (Turkey),Data Analyst,Specialist,2,Pune,"₹1,17,467/mo"
Pavan,Machine Learning Engineer,Specialist,1,Hyderabad,"₹51,923/yr"
Philips Lighting,Data Scientist,Specialist,1,Bangalore,"₹10,23,226/yr"
SG Analytics,Data Scientist,Specialist,7,Pune,"₹8,16,946/yr"
TheMathCompany,Data Engineer,Specialist,3,Bangalore,"₹6,00,000/yr"
HCL,Data Scientist,Specialist,3,Bangalore,"₹3,47,924/yr"
Cumulations Technologies,Machine Learning Engineer,Specialist,1,Bangalore,"₹4,54,032/yr"
CAP FORCE,Data Scientist,Manager,1,Bangalore,"₹5,40,684/yr"
Jai Raj Ispat,Data Analyst,Specialist,1,Hyderabad,₹32/hr
Sonata Services,Machine Learning Engineer,Specialist,1,Hyderabad,"₹7,03,418/yr"
Google,Data Scientist,Specialist,1,Bangalore,"₹50,00,000/yr"
CMC,Data Analyst,Specialist,2,Mumbai,"₹1,81,488/yr"
Gear up,Data Scientist,Specialist,1,Bangalore,"₹11,25,549/yr"
DataBeat,Data Analyst,Specialist,1,Hyderabad,"₹1,86,480/yr"
EMPLOYERS,Data Analyst,Manager,1,Bangalore,"₹11,66,006/yr"
Genpact,Data Engineer,Specialist,5,New Delhi,₹180/hr
Sportz Village Schools,Data Scientist,Specialist,1,Bangalore,"₹3,71,748/yr"
91springboard,Machine Learning Engineer,Specialist,1,New Delhi,"₹7,50,000/yr"
Tech9,Data Scientist,Specialist,2,Pune,"₹16,87,208/yr"
Absolutdata,Data Analyst,Manager,4,New Delhi,"₹1,69,683/mo"
Emage Vision,Machine Learning Engineer,Manager,1,Bangalore,"₹10,81,004/yr"
DONE by NONE,Data Analyst,Specialist,1,Mumbai,₹95/hr
NeenOpal,Data Scientist,Specialist,4,Bangalore,"₹5,90,000/yr"
VIT Infotech,Data Scientist,Specialist,1,Bangalore,"₹9,00,000/yr"
Genpact,Data Scientist,Specialist,1,Bangalore,"₹7,46,628/yr"
Nones,Data Scientist,Specialist,1,Bangalore,₹47/hr
GoKhana,Data Scientist,Specialist,1,Pune,"₹15,073/mo"
BNY Mellon,Lead Data Scientist,Manager,1,Pune,"₹16,74,730/yr"
NTT Ltd.,Data Scientist,Specialist,2,Bangalore,"₹16,11,876/yr"
qplum,Data Scientist,Specialist,1,Bangalore,"₹2,307/hr"
Allianz,Data Analyst,Specialist,1,Pune,₹174/hr
Snapdeal,Machine Learning Engineer,Specialist,1,New Delhi,"₹1,00,857/mo"
Cognizant Technology Solutions,Data Engineer,Specialist,8,Bangalore,₹268/hr
First Student,Data Analyst,Specialist,2,Pune,"₹2,77,519/yr"
Fractal Systems,Data Scientist,Specialist,1,Bangalore,"₹21,41,072/yr"
Hewlett-Packard,Data Engineer,Specialist,6,Bangalore,"₹48,902/mo"
Voziq,Data Scientist,Manager,1,Hyderabad,"₹15,37,886/yr"
Honeywell,Data Scientist,Specialist,10,Bangalore,"₹15,49,942/yr"
Deutsche Bank,Data Scientist,Manager,1,Bangalore,"₹45,49,032/yr"
Infor,Data Engineer,Specialist,2,Hyderabad,"₹8,44,116/yr"
Other,Data Scientist,Specialist,1,Pune,"₹4,14,794/yr"
GE,Data Scientist,Specialist,1,Bangalore,"₹4,88,541/yr"
Citi,Data Engineer,Specialist,1,Bangalore,"₹16,11,735/yr"
Research & Ranking,Data Analyst,Specialist,2,New Delhi,"₹18,335/mo"
Zen3 Infosolutions,Data Engineer,Specialist,1,Hyderabad,"₹10,35,971/yr"
Halodoc,Data Scientist,Specialist,3,Bangalore,"₹18,79,205/yr"
Jobminar,Data Analyst,Specialist,1,Hyderabad,"₹3,02,200/yr"
LokiBots,Machine Learning Engineer,Manager,1,Hyderabad,"₹21,47,442/yr"
Viacom 18,Data Analyst,Specialist,2,Mumbai,"₹3,22,944/yr"
EY,Data Scientist,Specialist,2,Mumbai,"₹10,25,737/yr"
Palin Analytics,Data Analyst,Specialist,5,New Delhi,"₹41,552/mo"
Alfonso & Associates Consulting,Data Scientist,Manager,1,Bangalore,"₹1,16,59,208/yr"
Kantar Analytics Practice,Data Analyst,Specialist,6,Bangalore,₹169/hr
Tableau Software,Machine Learning Engineer,Specialist,1,Hyderabad,"₹3,05,424/yr"
Infogain,Data Scientist,Specialist,1,New Delhi,₹226/hr
Accenture,Data Engineer,Specialist,31,Bangalore,"₹6,54,767/yr"
cross-tab marketing services pvt.,Data Analyst,Specialist,3,Mumbai,"₹3,09,192/yr"
Optum,Data Engineer,Specialist,1,Mumbai,"₹9,08,078/yr"
Collabera,Data Scientist,Specialist,1,Bangalore,"₹5,11,613/yr"
Directi,Data Analyst,Manager,1,Mumbai,"₹23,21,601/yr"
BlackRock,Data Analyst,Specialist,4,New Delhi,"₹6,90,924/yr"
Ajeenkya DY Patil University,Data Scientist,Specialist,1,Pune,"₹4,14,794/yr"
PwC,Machine Learning Engineer,Specialist,1,Bangalore,"₹3,16,740/yr"
Tata Steel,Data Analyst,Specialist,2,Hyderabad,"₹8,57,580/yr"
QuEST Global,Data Scientist,Specialist,2,Bangalore,"₹14,08,375/yr"
Toyota Kirloskar Motor,Machine Learning Engineer,Specialist,1,Bangalore,"₹3,22,465/yr"
Accenture,Data Scientist,Manager,2,Mumbai,"₹22,27,049/yr"
Iron Mountain,Machine Learning Engineer,Specialist,1,Bangalore,"₹1,75,854/mo"
Impact Analytics,Data Scientist,Specialist,1,Bangalore,"₹25,662/mo"
Artificial Brix,Junior Data Scientist,Specialist,1,Pune,"₹6,16,492/yr"
Motorola Solutions,Data Scientist,Specialist,1,Bangalore,₹685/hr
Evoke Technologies,Data Scientist,Specialist,1,Hyderabad,"₹13,55,831/yr"
Google,Data Scientist,Specialist,3,New Delhi,₹475/hr
Credit Suisse,Data Analyst,Specialist,3,Pune,"₹10,19,603/yr"
Anonymous Content,Data Engineer,Specialist,2,Bangalore,"₹1,28,183/mo"
TCS,Data Scientist,Specialist,1,New Delhi,"₹8,05,867/yr"
Mu Sigma,Data Scientist,Specialist,1,Hyderabad,"₹33,879/mo"
Analytical Wizards,Data Scientist,Specialist,1,Bangalore,"₹3,71,748/yr"
Hashmap,Data Engineer,Specialist,2,Pune,"₹1,40,174/mo"
Thomson Reuters,Data Analyst,Specialist,3,Bangalore,"₹6,69,114/yr"
Dailyhunt,Data Scientist,Specialist,3,Bangalore,"₹26,00,000/yr"
Adobe,Machine Learning Engineer,Specialist,1,New Delhi,"₹1,11,407/mo"
DataVal Analytics,Data Scientist,Specialist,2,Bangalore,"₹6,95,052/yr"
Navriti Technologies,Data Scientist,Specialist,1,Bangalore,₹123/hr
Reliance Industries,Data Engineer,Specialist,3,Mumbai,"₹6,44,930/yr"
Toluna,Data Analyst,Specialist,6,New Delhi,"₹5,44,387/yr"
Open Insights,Data Scientist,Specialist,1,Pune,"₹11,24,740/yr"
The Goddard School,Data Scientist,Specialist,1,Bangalore,"₹3,00,000/yr"
RoundSqr,Data Engineer,Specialist,3,Hyderabad,"₹6,18,995/yr"
Sokrati,Data Analyst,Manager,1,Pune,"₹10,63,382/yr"
Google,Data Scientist,Specialist,19,Bangalore,₹735/hr
ZEE5,Data Scientist,Specialist,4,Mumbai,"₹14,58,789/yr"
Fractal,Data Scientist,Specialist,2,Mumbai,"₹4,77,864/yr"
Polestar Solutions & Services India,Data Analyst,Specialist,4,New Delhi,"₹6,04,847/yr"
GiantView,Data Analyst,Specialist,2,Pune,"₹2,74,704/yr"
Enterprise Bot,Machine Learning Engineer,Specialist,1,Bangalore,"₹12,98,703/yr"
Verizon,Data Scientist,Specialist,8,Hyderabad,"₹13,30,683/yr"
Bharat Light & Power,Data Analyst,Specialist,3,Bangalore,"₹8,06,162/yr"
Tata Technologies,Data Analyst,Specialist,2,Pune,"₹65,051/mo"
vCreaTek,Data Engineer,Specialist,2,Pune,"₹42,568/mo"
DasDas,Data Scientist,Specialist,1,Pune,"₹2,109/hr"
Accenture,Machine Learning Engineer,Specialist,1,Pune,"₹9,67,394/yr"
Satori Group (India),Data Analyst,Specialist,2,Mumbai,"₹2,50,644/yr"
Unreal AI,Machine Learning Engineer,Specialist,1,New Delhi,"₹1,93,476/yr"
Searce,Data Scientist,Specialist,2,Pune,"₹8,28,221/yr"
ValueLabs,Machine Learning Engineer,Specialist,1,Hyderabad,"₹17,62,835/yr"
Unified Healthcare Group,Data Scientist,Specialist,1,Bangalore,"₹6,16,488/yr"
Knowledge Lens,Data Scientist,Specialist,4,Bangalore,"₹5,85,900/yr"
Koch Industries,Data Engineer,Specialist,2,Bangalore,₹619/hr
Siemens,Data Scientist,Specialist,3,Mumbai,"₹12,57,890/yr"
ifm electronic,Machine Learning Engineer,Specialist,1,Pune,"₹3,00,000/yr"
Blue Yonder,Data Scientist,Specialist,2,Bangalore,"₹21,84,214/yr"
Webhelp,Data Engineer,Specialist,2,New Delhi,"₹9,16,326/yr"
Tata Consultancy Services,Machine Learning Engineer,Manager,2,Bangalore,"₹13,11,299/yr"
Fresherworld.com,Data Engineer,Specialist,1,New Delhi,"₹3,51,709/yr"
Anonymous Content,Data Analyst,Specialist,3,New Delhi,"₹6,75,000/yr"
Cognizant Technology Solutions,Data Scientist,Specialist,4,Mumbai,"₹8,30,959/yr"
HARMAN,Data Scientist,Specialist,2,Bangalore,"₹53,229/mo"
ANB Systems,Data Engineer,Specialist,1,Mumbai,"₹15,00,000/yr"
PharmEasy,Data Scientist,Manager,1,Mumbai,"₹38,58,438/yr"
Quinbay,Data Analyst,Specialist,3,Bangalore,"₹9,16,285/yr"
Amazon,Data Analyst,Specialist,25,Hyderabad,"₹4,19,297/yr"
Infosys,Data Scientist,Specialist,4,Pune,"₹8,78,252/yr"
Apexon,Data Scientist,Manager,1,Bangalore,"₹34,11,632/yr"
Datopic,Data Engineer,Specialist,1,New Delhi,"₹61,279/mo"
Xceedance,Data Engineer,Manager,1,New Delhi,"₹45,72,346/yr"
CSS Corporation,Data Analyst,Specialist,1,Pune,"₹73,405/yr"
VAMRR Technologies,Machine Learning Engineer,Specialist,1,Bangalore,"₹10,749/mo"
Aera Technology,Data Science,Specialist,1,Pune,"₹3,46,752/yr"
Harish Hathiwala,Data Analyst,Specialist,1,Hyderabad,"₹3,67,898/yr"
Target,Data Scientist,Specialist,1,Bangalore,"₹52,244/mo"
BRIDGEi2i,Machine Learning Engineer,Manager,1,Bangalore,"₹6,37,468/yr"
Wizely,Data Scientist,Specialist,1,Bangalore,"₹24,55,743/yr"
Tech Data,Data Analyst,Specialist,2,Pune,"₹3,93,552/yr"
Luxoft,Data Engineer,Specialist,2,Bangalore,"₹1,14,079/mo"
GALYTIX,Data Analyst,Manager,1,New Delhi,"₹18,07,083/yr"
iSchoolConnect,Senior Machine Learning Engineer,Manager,2,Mumbai,₹630/hr
Dure Technologies,Data Scientist,Specialist,3,Mumbai,₹609/hr
Mastercard,Data Engineer,Specialist,2,Pune,"₹9,24,300/yr"
Vizrt,Machine Learning Engineer,Specialist,1,New Delhi,"₹10,59,420/yr"
GeoSpoc,Junior Data Scientist,Specialist,1,Pune,"₹3,21,161/yr"
HCL Technologies,Data Engineer,Specialist,1,Mumbai,"₹3,21,853/yr"
Wipro Technologies,Data Scientist,Specialist,8,Bangalore,"₹6,58,109/yr"
First Student,Data Scientist,Specialist,6,Hyderabad,₹302/hr
Chhatrapati Shivaji International Airport,Data Engineer,Specialist,1,Bangalore,"₹7,20,000/yr"
HCL Technologies,Data Analyst,Specialist,26,New Delhi,"₹4,14,214/yr"
McKinsey Knowledge Center,Data Engineer,Specialist,1,New Delhi,"₹16,65,911/yr"
Curl Analytics,Data Scientist,Specialist,4,Bangalore,₹497/hr
Karvy Group,Data Scientist,Manager,1,Hyderabad,"₹4,21,613/yr"
Kritha Convertors,Data Analyst,Manager,1,Hyderabad,"₹18,97,209/yr"
Pucho,Machine Learning Engineer,Specialist,1,Bangalore,"₹14,22,701/yr"
QL2,Data Analyst,Specialist,5,New Delhi,"₹2,46,108/yr"
NTT DATA,Senior Data Scientist,Specialist,1,Pune,"₹18,08,811/yr"
GyanSys,Data Scientist,Specialist,1,Bangalore,"₹18,25,160/yr"
Amazon,Machine Learning Data Analyst,Specialist,3,Hyderabad,"₹3,61,378/yr"
Cerner,Data Analyst,Specialist,8,Bangalore,"₹8,17,059/yr"
Piramal Enterprises,Data Analyst,Manager,1,Mumbai,"₹46,12,711/yr"
Barclays,Data Analyst,Specialist,10,Pune,"₹8,61,638/yr"
ICICI Bank,Data Scientist,Manager,1,New Delhi,"₹44,058/mo"
Tata Consultancy Services,Machine Learning Engineer,Specialist,6,Mumbai,"₹68,742/mo"
Mu Sigma,Data Scientist,Specialist,1,New Delhi,"₹5,59,071/yr"
Freelancer,Data Analyst,Specialist,2,New Delhi,"₹6,85,284/yr"
Cogencis Information Services,Data Analyst,Specialist,4,Mumbai,"₹1,39,396/yr"
Quess,Data Analyst,Manager,1,Mumbai,"₹11,06,612/yr"
AXA XL,Data Analyst,Specialist,8,New Delhi,"₹7,31,213/yr"
Optum Global Solutions,Data Analyst,Specialist,6,New Delhi,"₹12,18,012/yr"
Siemens Digital Industries Software,Data Scientist,Manager,1,Pune,"₹25,89,323/yr"
D&B Technologies,Data Scientist,Specialist,1,Bangalore,"₹4,80,000/yr"
qbeats,Data Scientist,Specialist,1,Bangalore,"₹4,80,000/yr"
Elite Unified Krips Consultants,Machine Learning Engineer,Specialist,1,Hyderabad,"₹2,08,589/yr"
Mindtree,Data Scientist,Specialist,1,Hyderabad,"₹11,05,372/yr"
AMPROVIT TECHNOLOGIES,Data Scientist,Specialist,1,Bangalore,"₹8,10,204/yr"
MakeMyTrip,Data Engineer,Specialist,3,New Delhi,"₹12,04,567/yr"
PwC,Data Analyst,Specialist,2,New Delhi,"₹7,01,723/yr"
CDK Global,Data Analyst,Specialist,2,Hyderabad,"₹93,644/mo"
DataWeave,Data Engineer,Specialist,2,Bangalore,"₹2,92,920/yr"
Deloitte,Machine Learning Engineer,Manager,1,Bangalore,"₹25,52,364/yr"
Directi,Data Engineer,Manager,1,Mumbai,"₹44,17,134/yr"
GGS Engineering Services,Data Analyst,Specialist,1,Pune,"₹2,82,327/yr"
TomTom,Data Scientist,Specialist,1,Pune,₹291/hr
XYZ,Data Engineer,Specialist,1,Pune,"₹6,00,000/yr"
Google,Data Analyst,Manager,1,Mumbai,"₹6,49,251/yr"
Horizon Electric,Data Analyst,Specialist,1,Pune,"₹1,07,064/yr"
AmberTAG Analytics,Data Scientist,Specialist,1,Bangalore,"₹3,47,314/yr"
Xceedance,Data Engineer,Specialist,1,New Delhi,"₹15,06,828/yr"
Super Highway Labs,Data Engineer,Specialist,1,New Delhi,"₹36,65,141/yr"
Ravindra Kala Vidyalaya,Machine Learning Engineer,Specialist,1,Hyderabad,"₹10,27,381/yr"
Attra,Data Engineer,Specialist,2,Hyderabad,"₹7,39,714/yr"
HCL Technologies,Data Scientist,Specialist,7,Bangalore,"₹9,70,782/yr"
Capgemini Engineering,Data Scientist,Specialist,1,Mumbai,"₹5,42,064/yr"
Publicis Sapient,Data Engineer,Specialist,1,Bangalore,"₹20,66,758/yr"
Credit Suisse,Senior Data Scientist,Specialist,1,Pune,"₹28,21,193/yr"
DeepEdge,Machine Learning Engineer,Specialist,3,Hyderabad,"₹8,80,000/yr"
Loylty Rewardz Mngt,Data Scientist,Specialist,3,Mumbai,"₹12,23,523/yr"
SirionLabs,Machine Learning Engineer,Specialist,1,New Delhi,"₹12,89,859/yr"
Thoucentric,Data Scientist,Specialist,8,Bangalore,"₹7,94,460/yr"
Unilever,Data Analyst,Manager,1,Bangalore,"₹25,32,607/yr"
Neal Analytics,Data Engineer,Manager,1,Pune,"₹24,46,410/yr"
EY,Data Scientist,Specialist,6,Bangalore,"₹7,61,478/yr"
Argus System,Data Scientist,Manager,1,Pune,₹752/hr
Ameriprise,Data Engineer,Specialist,4,New Delhi,₹384/hr
Citi,Data Analyst,Specialist,10,Bangalore,"₹11,75,802/yr"
Phenom,Machine Learning Engineer,Manager,1,Hyderabad,"₹5,02,207/yr"
TAG Solutions,Data Scientist,Specialist,1,Bangalore,"₹14,62,163/yr"
QuEST Global,Data Engineer,Manager,1,Bangalore,"₹7,61,013/yr"
Ravid & Associates,Data Scientist,Specialist,1,Bangalore,"₹75,000/mo"
Market Pulse Technologies,Software Engineer - Machine Learning,Specialist,1,Mumbai,"₹16,12,324/yr"
Amazon,Data Scientist,Specialist,1,Pune,"₹1,15,884/yr"
iNurture Education Solutions,Data Scientist,Manager,1,Bangalore,"₹6,44,820/yr"
CapFront Technologies,Data Analyst,Specialist,2,Bangalore,"₹3,73,694/yr"
Looking for Job,Data Analyst,Specialist,1,Pune,"₹6,44,930/yr"
